"Census Tract 18, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±4,667"
"Census Tract 19, Fayette County, Kentucky!!Number!!Estimate",,"1,770"
"Census Tract 19, Fayette County, Kentucky!!Number!!Margin of Error",,±131
"Census Tract 19, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,770"
"Census Tract 19, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±131
"Census Tract 19, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"25,868"
"Census Tract 19, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±5,148"
"Census Tract 20.01, Fayette County, Kentucky!!Number!!Estimate",,"2,187"
"Census Tract 20.01, Fayette County, Kentucky!!Number!!Margin of Error",,±156
"Census Tract 20.01, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"2,187"
"Census Tract 20.01, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±156
"Census Tract 20.01, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"30,807"
"Census Tract 20.01, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±5,644"
"Census Tract 20.02, Fayette County, Kentucky!!Number!!Estimate",,847
"Census Tract 20.02, Fayette County, Kentucky!!Number!!Margin of Error",,±62
"Census Tract 20.02, Fayette County, Kentucky!!Percent Distribution!!Estimate",,847
"Census Tract 20.02, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±62
"Census Tract 20.02, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"55,197"
"Census Tract 20.02, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±6,822"
"Census Tract 22, Fayette County, Kentucky!!Number!!Estimate",,782
"Census Tract 22, Fayette County, Kentucky!!Number!!Margin of Error",,±47
"Census Tract 22, Fayette County, Kentucky!!Percent Distribution!!Estimate",,782
"Census Tract 22, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±47
"Census Tract 22, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"57,500"
"Census Tract 22, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±14,709"
"Census Tract 23.02, Fayette County, Kentucky!!Number!!Estimate",,"2,647"
"Census Tract 23.02, Fayette County, Kentucky!!Number!!Margin of Error",,±199
"Census Tract 23.02, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"2,647"
"Census Tract 23.02, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±199
"Census Tract 23.02, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"64,005"
"Census Tract 23.02, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±8,496"
"Census Tract 23.03, Fayette County, Kentucky!!Number!!Estimate",,"1,985"
"Census Tract 23.03, Fayette County, Kentucky!!Number!!Margin of Error",,±166
"Census Tract 23.03, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,985"
"Census Tract 23.03, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±166
"Census Tract 23.03, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"62,935"
"Census Tract 23.03, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±13,919"
"Census Tract 23.04, Fayette County, Kentucky!!Number!!Estimate",,827
"Census Tract 23.04, Fayette County, Kentucky!!Number!!Margin of Error",,±24
"Census Tract 23.04, Fayette County, Kentucky!!Percent Distribution!!Estimate",,827
"Census Tract 23.04, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±24
"Census Tract 23.04, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"176,635"
"Census Tract 23.04, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±16,593"
"Census Tract 24, Fayette County, Kentucky!!Number!!Estimate",,"1,817"
"Census Tract 24, Fayette County, Kentucky!!Number!!Margin of Error",,±83
"Census Tract 24, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,817"
"Census Tract 24, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±83
"Census Tract 24, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"67,404"
"Census Tract 24, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±12,259"
"Census Tract 25, Fayette County, Kentucky!!Number!!Estimate",,"1,445"
"Census Tract 25, Fayette County, Kentucky!!Number!!Margin of Error",,±148
"Census Tract 25, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,445"
"Census Tract 25, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±148
"Census Tract 25, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"49,760"
"Census Tract 25, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±9,294"
"Census Tract 26, Fayette County, Kentucky!!Number!!Estimate",,"2,582"
"Census Tract 26, Fayette County, Kentucky!!Number!!Margin of Error",,±118
"Census Tract 26, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"2,582"
"Census Tract 26, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±118
"Census Tract 26, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"50,032"
"Census Tract 26, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±7,244"
"Census Tract 27, Fayette County, Kentucky!!Number!!Estimate",,"1,929"
"Census Tract 27, Fayette County, Kentucky!!Number!!Margin of Error",,±99
"Census Tract 27, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,929"
"Census Tract 27, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±99
"Census Tract 27, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"61,563"
"Census Tract 27, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±12,154"
"Census Tract 28, Fayette County, Kentucky!!Number!!Estimate",,"1,779"
"Census Tract 28, Fayette County, Kentucky!!Number!!Margin of Error",,±68
"Census Tract 28, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,779"
"Census Tract 28, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±68
"Census Tract 28, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"76,050"
"Census Tract 28, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±9,131"
"Census Tract 29, Fayette County, Kentucky!!Number!!Estimate",,"1,816"
"Census Tract 29, Fayette County, Kentucky!!Number!!Margin of Error",,±89
"Census Tract 29, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,816"
"Census Tract 29, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±89
"Census Tract 29, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"63,906"
"Census Tract 29, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±4,796"
"Census Tract 30, Fayette County, Kentucky!!Number!!Estimate",,"2,794"
"Census Tract 30, Fayette County, Kentucky!!Number!!Margin of Error",,±156
"Census Tract 30, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"2,794"
"Census Tract 30, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±156
"Census Tract 30, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"37,190"
"Census Tract 30, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±11,879"
"Census Tract 31.01, Fayette County, Kentucky!!Number!!Estimate",,"1,155"
"Census Tract 31.01, Fayette County, Kentucky!!Number!!Margin of Error",,±90
"Census Tract 31.01, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,155"
"Census Tract 31.01, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±90
"Census Tract 31.01, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"39,614"
"Census Tract 31.01, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±12,945"
"Census Tract 31.02, Fayette County, Kentucky!!Number!!Estimate",,"1,032"
"Census Tract 31.02, Fayette County, Kentucky!!Number!!Margin of Error",,±65
"Census Tract 31.02, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,032"
"Census Tract 31.02, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±65
"Census Tract 31.02, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"51,625"
"Census Tract 31.02, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±12,983"
"Census Tract 32.01, Fayette County, Kentucky!!Number!!Estimate",,695
"Census Tract 32.01, Fayette County, Kentucky!!Number!!Margin of Error",,±48
"Census Tract 32.01, Fayette County, Kentucky!!Percent Distribution!!Estimate",,695
"Census Tract 32.01, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±48
"Census Tract 32.01, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"53,125"
"Census Tract 32.01, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±8,580"
"Census Tract 32.02, Fayette County, Kentucky!!Number!!Estimate",,"2,572"
"Census Tract 32.02, Fayette County, Kentucky!!Number!!Margin of Error",,±205
"Census Tract 32.02, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"2,572"
"Census Tract 32.02, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±205
"Census Tract 32.02, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"41,475"
"Census Tract 32.02, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±6,826"
"Census Tract 33, Fayette County, Kentucky!!Number!!Estimate",,"1,272"
"Census Tract 33, Fayette County, Kentucky!!Number!!Margin of Error",,±101
"Census Tract 33, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,272"
"Census Tract 33, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±101
"Census Tract 33, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"46,484"
"Census Tract 33, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±16,531"
"Census Tract 34.02, Fayette County, Kentucky!!Number!!Estimate",,"2,389"
"Census Tract 34.02, Fayette County, Kentucky!!Number!!Margin of Error",,±89
"Census Tract 34.02, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"2,389"
"Census Tract 34.02, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±89
"Census Tract 34.02, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"42,917"
"Census Tract 34.02, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±16,297"
"Census Tract 34.04, Fayette County, Kentucky!!Number!!Estimate",,"1,791"
"Census Tract 34.04, Fayette County, Kentucky!!Number!!Margin of Error",,±103
"Census Tract 34.04, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,791"
"Census Tract 34.04, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±103
"Census Tract 34.04, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"33,642"
"Census Tract 34.04, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±6,087"
"Census Tract 34.05, Fayette County, Kentucky!!Number!!Estimate",,"2,391"
"Census Tract 34.05, Fayette County, Kentucky!!Number!!Margin of Error",,±153
"Census Tract 34.05, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"2,391"
"Census Tract 34.05, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±153
"Census Tract 34.05, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"55,703"
"Census Tract 34.05, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±8,857"
"Census Tract 34.06, Fayette County, Kentucky!!Number!!Estimate",,"2,680"
"Census Tract 34.06, Fayette County, Kentucky!!Number!!Margin of Error",,±111
"Census Tract 34.06, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"2,680"
"Census Tract 34.06, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±111
"Census Tract 34.06, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"56,335"
"Census Tract 34.06, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±4,127"
"Census Tract 34.07, Fayette County, Kentucky!!Number!!Estimate",,"1,637"
"Census Tract 34.07, Fayette County, Kentucky!!Number!!Margin of Error",,±83
"Census Tract 34.07, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,637"
"Census Tract 34.07, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±83
"Census Tract 34.07, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"57,316"
"Census Tract 34.07, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±8,670"
"Census Tract 35.01, Fayette County, Kentucky!!Number!!Estimate",,"1,671"
"Census Tract 35.01, Fayette County, Kentucky!!Number!!Margin of Error",,±119
"Census Tract 35.01, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,671"
"Census Tract 35.01, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±119
"Census Tract 35.01, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"42,473"
"Census Tract 35.01, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±7,952"
"Census Tract 35.03, Fayette County, Kentucky!!Number!!Estimate",,"1,434"
"Census Tract 35.03, Fayette County, Kentucky!!Number!!Margin of Error",,±110
"Census Tract 35.03, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,434"
"Census Tract 35.03, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±110
"Census Tract 35.03, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"37,969"
"Census Tract 35.03, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±6,768"
"Census Tract 35.04, Fayette County, Kentucky!!Number!!Estimate",,"1,711"
"Census Tract 35.04, Fayette County, Kentucky!!Number!!Margin of Error",,±112
"Census Tract 35.04, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,711"
"Census Tract 35.04, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±112
"Census Tract 35.04, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"36,726"
"Census Tract 35.04, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±4,058"
"Census Tract 36, Fayette County, Kentucky!!Number!!Estimate",,"1,868"
"Census Tract 36, Fayette County, Kentucky!!Number!!Margin of Error",,±67
"Census Tract 36, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,868"
"Census Tract 36, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±67
"Census Tract 36, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"91,404"
"Census Tract 36, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±4,069"
"Census Tract 37.01, Fayette County, Kentucky!!Number!!Estimate",,452
"Census Tract 37.01, Fayette County, Kentucky!!Number!!Margin of Error",,±50
"Census Tract 37.01, Fayette County, Kentucky!!Percent Distribution!!Estimate",,452
"Census Tract 37.01, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±50
"Census Tract 37.01, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"93,750"
"Census Tract 37.01, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±26,371"
"Census Tract 37.02, Fayette County, Kentucky!!Number!!Estimate",,"1,480"
"Census Tract 37.02, Fayette County, Kentucky!!Number!!Margin of Error",,±94
"Census Tract 37.02, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,480"
"Census Tract 37.02, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±94
"Census Tract 37.02, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"69,015"
"Census Tract 37.02, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±10,240"
"Census Tract 37.03, Fayette County, Kentucky!!Number!!Estimate",,"1,892"
"Census Tract 37.03, Fayette County, Kentucky!!Number!!Margin of Error",,±131
"Census Tract 37.03, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,892"
"Census Tract 37.03, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±131
"Census Tract 37.03, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"95,357"
"Census Tract 37.03, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±9,524"
"Census Tract 37.04, Fayette County, Kentucky!!Number!!Estimate",,"2,232"
"Census Tract 37.04, Fayette County, Kentucky!!Number!!Margin of Error",,±87
"Census Tract 37.04, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"2,232"
"Census Tract 37.04, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±87
"Census Tract 37.04, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"78,860"
"Census Tract 37.04, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±6,178"
"Census Tract 38.02, Fayette County, Kentucky!!Number!!Estimate",,760
"Census Tract 38.02, Fayette County, Kentucky!!Number!!Margin of Error",,±91
"Census Tract 38.02, Fayette County, Kentucky!!Percent Distribution!!Estimate",,760
"Census Tract 38.02, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±91
"Census Tract 38.02, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"67,212"
"Census Tract 38.02, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±7,793"
"Census Tract 38.03, Fayette County, Kentucky!!Number!!Estimate",,"1,444"
"Census Tract 38.03, Fayette County, Kentucky!!Number!!Margin of Error",,±89
"Census Tract 38.03, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,444"
"Census Tract 38.03, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±89
"Census Tract 38.03, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"75,219"
"Census Tract 38.03, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±6,092"
"Census Tract 38.04, Fayette County, Kentucky!!Number!!Estimate",,"2,364"
"Census Tract 38.04, Fayette County, Kentucky!!Number!!Margin of Error",,±150
"Census Tract 38.04, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"2,364"
"Census Tract 38.04, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±150
"Census Tract 38.04, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"43,175"
