Census Tract 23.02; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±212
Census Tract 23.02; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"65,854"
Census Tract 23.02; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±10,377"
Census Tract 23.03; Fayette County; Kentucky!!Number!!Estimate,,"2,200"
Census Tract 23.03; Fayette County; Kentucky!!Number!!Margin of Error,,±340
Census Tract 23.03; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"2,200"
Census Tract 23.03; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±340
Census Tract 23.03; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"52,955"
Census Tract 23.03; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±22,800"
Census Tract 23.04; Fayette County; Kentucky!!Number!!Estimate,,977
Census Tract 23.04; Fayette County; Kentucky!!Number!!Margin of Error,,±199
Census Tract 23.04; Fayette County; Kentucky!!Percent Distribution!!Estimate,,977
Census Tract 23.04; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±199
Census Tract 23.04; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"209,097"
Census Tract 23.04; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±53,400"
Census Tract 24; Fayette County; Kentucky!!Number!!Estimate,,"1,999"
Census Tract 24; Fayette County; Kentucky!!Number!!Margin of Error,,±226
Census Tract 24; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"1,999"
Census Tract 24; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±226
Census Tract 24; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"63,683"
Census Tract 24; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±6,434"
Census Tract 25; Fayette County; Kentucky!!Number!!Estimate,,"1,576"
Census Tract 25; Fayette County; Kentucky!!Number!!Margin of Error,,±213
Census Tract 25; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"1,576"
Census Tract 25; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±213
Census Tract 25; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"56,633"
Census Tract 25; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±2,773"
Census Tract 26; Fayette County; Kentucky!!Number!!Estimate,,"2,499"
Census Tract 26; Fayette County; Kentucky!!Number!!Margin of Error,,±228
Census Tract 26; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"2,499"
Census Tract 26; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±228
Census Tract 26; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"60,813"
Census Tract 26; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±8,332"
Census Tract 27; Fayette County; Kentucky!!Number!!Estimate,,"1,827"
Census Tract 27; Fayette County; Kentucky!!Number!!Margin of Error,,±234
Census Tract 27; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"1,827"
Census Tract 27; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±234
Census Tract 27; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"54,935"
Census Tract 27; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±12,478"
Census Tract 28; Fayette County; Kentucky!!Number!!Estimate,,"1,760"
Census Tract 28; Fayette County; Kentucky!!Number!!Margin of Error,,±197
Census Tract 28; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"1,760"
Census Tract 28; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±197
Census Tract 28; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"89,625"
Census Tract 28; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±21,078"
Census Tract 29; Fayette County; Kentucky!!Number!!Estimate,,"1,757"
Census Tract 29; Fayette County; Kentucky!!Number!!Margin of Error,,±143
Census Tract 29; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"1,757"
Census Tract 29; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±143
Census Tract 29; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"83,340"
Census Tract 29; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±10,378"
Census Tract 30; Fayette County; Kentucky!!Number!!Estimate,,"2,477"
Census Tract 30; Fayette County; Kentucky!!Number!!Margin of Error,,±247
Census Tract 30; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"2,477"
Census Tract 30; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±247
Census Tract 30; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"58,271"
Census Tract 30; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±12,292"
Census Tract 31.01; Fayette County; Kentucky!!Number!!Estimate,,"1,267"
Census Tract 31.01; Fayette County; Kentucky!!Number!!Margin of Error,,±178
Census Tract 31.01; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"1,267"
Census Tract 31.01; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±178
Census Tract 31.01; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"70,184"
Census Tract 31.01; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±11,835"
Census Tract 31.02; Fayette County; Kentucky!!Number!!Estimate,,"1,000"
Census Tract 31.02; Fayette County; Kentucky!!Number!!Margin of Error,,±148
Census Tract 31.02; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"1,000"
Census Tract 31.02; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±148
Census Tract 31.02; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"65,962"
Census Tract 31.02; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±18,006"
Census Tract 32.01; Fayette County; Kentucky!!Number!!Estimate,,785
Census Tract 32.01; Fayette County; Kentucky!!Number!!Margin of Error,,±171
Census Tract 32.01; Fayette County; Kentucky!!Percent Distribution!!Estimate,,785
Census Tract 32.01; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±171
Census Tract 32.01; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"72,429"
Census Tract 32.01; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±2,253"
Census Tract 32.02; Fayette County; Kentucky!!Number!!Estimate,,"2,685"
Census Tract 32.02; Fayette County; Kentucky!!Number!!Margin of Error,,±276
Census Tract 32.02; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"2,685"
Census Tract 32.02; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±276
Census Tract 32.02; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"54,684"
Census Tract 32.02; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±8,470"
Census Tract 33; Fayette County; Kentucky!!Number!!Estimate,,"1,455"
Census Tract 33; Fayette County; Kentucky!!Number!!Margin of Error,,±267
Census Tract 33; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"1,455"
Census Tract 33; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±267
Census Tract 33; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"55,544"
Census Tract 33; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±21,930"
Census Tract 34.02; Fayette County; Kentucky!!Number!!Estimate,,"2,274"
Census Tract 34.02; Fayette County; Kentucky!!Number!!Margin of Error,,±265
Census Tract 34.02; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"2,274"
Census Tract 34.02; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±265
Census Tract 34.02; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"57,123"
Census Tract 34.02; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±7,484"
Census Tract 34.04; Fayette County; Kentucky!!Number!!Estimate,,"1,785"
Census Tract 34.04; Fayette County; Kentucky!!Number!!Margin of Error,,±136
Census Tract 34.04; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"1,785"
Census Tract 34.04; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±136
Census Tract 34.04; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"31,117"
Census Tract 34.04; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±10,266"
Census Tract 34.05; Fayette County; Kentucky!!Number!!Estimate,,"2,623"
Census Tract 34.05; Fayette County; Kentucky!!Number!!Margin of Error,,±368
Census Tract 34.05; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"2,623"
Census Tract 34.05; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±368
Census Tract 34.05; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"58,193"
Census Tract 34.05; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±5,432"
Census Tract 34.06; Fayette County; Kentucky!!Number!!Estimate,,"2,538"
Census Tract 34.06; Fayette County; Kentucky!!Number!!Margin of Error,,±235
Census Tract 34.06; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"2,538"
Census Tract 34.06; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±235
Census Tract 34.06; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"64,213"
Census Tract 34.06; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±10,798"
Census Tract 34.07; Fayette County; Kentucky!!Number!!Estimate,,"1,826"
Census Tract 34.07; Fayette County; Kentucky!!Number!!Margin of Error,,±189
Census Tract 34.07; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"1,826"
Census Tract 34.07; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±189
Census Tract 34.07; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"67,606"
Census Tract 34.07; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±8,027"
Census Tract 35.01; Fayette County; Kentucky!!Number!!Estimate,,"1,709"
Census Tract 35.01; Fayette County; Kentucky!!Number!!Margin of Error,,±191
Census Tract 35.01; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"1,709"
Census Tract 35.01; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±191
Census Tract 35.01; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"49,475"
Census Tract 35.01; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±14,981"
Census Tract 35.03; Fayette County; Kentucky!!Number!!Estimate,,"1,522"
Census Tract 35.03; Fayette County; Kentucky!!Number!!Margin of Error,,±139
Census Tract 35.03; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"1,522"
Census Tract 35.03; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±139
Census Tract 35.03; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"39,706"
Census Tract 35.03; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±10,852"
Census Tract 35.04; Fayette County; Kentucky!!Number!!Estimate,,"1,724"
Census Tract 35.04; Fayette County; Kentucky!!Number!!Margin of Error,,±235
Census Tract 35.04; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"1,724"
Census Tract 35.04; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±235
Census Tract 35.04; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"44,125"
Census Tract 35.04; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±11,040"
Census Tract 36; Fayette County; Kentucky!!Number!!Estimate,,"2,076"
Census Tract 36; Fayette County; Kentucky!!Number!!Margin of Error,,±210
Census Tract 36; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"2,076"
Census Tract 36; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±210
Census Tract 36; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"114,802"
Census Tract 36; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±17,321"
Census Tract 37.01; Fayette County; Kentucky!!Number!!Estimate,,564
Census Tract 37.01; Fayette County; Kentucky!!Number!!Margin of Error,,±176
Census Tract 37.01; Fayette County; Kentucky!!Percent Distribution!!Estimate,,564
Census Tract 37.01; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±176
Census Tract 37.01; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"143,214"
Census Tract 37.01; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±13,893"
Census Tract 37.02; Fayette County; Kentucky!!Number!!Estimate,,"1,508"
Census Tract 37.02; Fayette County; Kentucky!!Number!!Margin of Error,,±160
Census Tract 37.02; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"1,508"
Census Tract 37.02; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±160
Census Tract 37.02; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"85,061"
Census Tract 37.02; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±6,777"
Census Tract 37.03; Fayette County; Kentucky!!Number!!Estimate,,"1,923"
Census Tract 37.03; Fayette County; Kentucky!!Number!!Margin of Error,,±330
Census Tract 37.03; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"1,923"
Census Tract 37.03; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±330
Census Tract 37.03; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"86,623"
Census Tract 37.03; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±7,387"
Census Tract 37.04; Fayette County; Kentucky!!Number!!Estimate,,"3,045"
Census Tract 37.04; Fayette County; Kentucky!!Number!!Margin of Error,,±265
Census Tract 37.04; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"3,045"
Census Tract 37.04; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±265
Census Tract 37.04; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"94,436"
Census Tract 37.04; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±9,574"
Census Tract 38.02; Fayette County; Kentucky!!Number!!Estimate,,734
Census Tract 38.02; Fayette County; Kentucky!!Number!!Margin of Error,,±87
Census Tract 38.02; Fayette County; Kentucky!!Percent Distribution!!Estimate,,734
Census Tract 38.02; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±87
Census Tract 38.02; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"77,237"
Census Tract 38.02; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±17,415"
Census Tract 38.03; Fayette County; Kentucky!!Number!!Estimate,,"1,544"
Census Tract 38.03; Fayette County; Kentucky!!Number!!Margin of Error,,±227
Census Tract 38.03; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"1,544"
Census Tract 38.03; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±227
Census Tract 38.03; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"82,074"
Census Tract 38.03; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±17,855"
Census Tract 38.04; Fayette County; Kentucky!!Number!!Estimate,,"2,435"
Census Tract 38.04; Fayette County; Kentucky!!Number!!Margin of Error,,±375
Census Tract 38.04; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"2,435"
Census Tract 38.04; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±375
Census Tract 38.04; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"48,647"
Census Tract 38.04; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±12,677"
Census Tract 39.06; Fayette County; Kentucky!!Number!!Estimate,,"2,036"
Census Tract 39.06; Fayette County; Kentucky!!Number!!Margin of Error,,±265
Census Tract 39.06; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"2,036"
Census Tract 39.06; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±265
Census Tract 39.06; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"113,333"
Census Tract 39.06; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±25,137"
Census Tract 39.08; Fayette County; Kentucky!!Number!!Estimate,,"3,232"
